Assembly Name,Assembly Accession,Assembly Paired Assembly Accession,Organism Name,Organism Taxonomic ID,ANI Check status,Annotation Name,Assembly Stats Total Sequence Length,Assembly Stats Number of Contigs,Assembly Stats Scaffold N50,Assembly Stats GC Percent,Annotation Count Gene Total,Annotation Count Gene Protein-coding
ASM5568348v1,GCA_055683485.1,,Morus macroura,191188,,,322472362,126,17976588,35,,
ASM4423143v1,GCA_044231435.1,,Bergenia purpurascens,482967,,,620721145,362,16466821,36,,
ASM4114648v1,GCA_041146485.1,,Mentha x piperita,34256,,,2040613434,762,27720101,37,,
Mcan_1.0,GCA_052233315.1,,Menispermum canadense,49681,,,969908229,1357,34191516,35,,
ASM3006443v1,GCA_030064435.1,,Trapa incisa,236973,,,472704423,262,21690287,38,,
V112.hap2_v1.0,GCA_044588485.1,,Vitis davidii,103354,,,543010630,312,28283838,35.5,,
ASM3558254v1,GCA_035582545.1,,Trapa natans,22666,,Annotation submitted by Zhejiang University,477423239,117,21229637,38,32263,32263
ASM4066995v1,GCA_040669955.1,,Dasiphora fruticosa,32239,,,249233309,52,32935425,39,,
ASM2778914v1,GCA_027789145.1,,Solanum arcanum,376710,,,861066278,300,69593502,34.5,,
FII_1.0,GCA_009720345.1,,Fragaria iinumae,64939,,,240581984,94,33980488,39.5,,
daNymPelt1.hap1.1,GCA_965615785.1,,Nymphoides peltata,49614,,,721921864,393,24727578,35.5,,
ASM5232464v1,GCA_052324645.1,,Phoebe chekiangensis,610235,,,918593100,183,68986285,40,,
JAF_U.parvifolia_1.0,GCA_041381145.1,,Ulmus parvifolia,63058,,,1795456639,1168,119480046,34.5,,
ASM4567881v1,GCA_045678815.1,,Gypsophila vaccaria,39387,,Annotation submitted by Fudan University,1089925909,187,73292889,36,21755,21755
ASM1484372v1,GCA_014843725.1,,Amphicarpaea edgeworthii,132429,,,299059313,61,27224559,32,,
ASM3557808v1,GCA_035578085.1,,Solanum pinnatisectum,50273,,Annotation submitted by Yichun University,664135451,339,49171345,34.5,34245,34245
laPotCris1.hap1.1,GCA_965783375.1,,Potamogeton crispus,55318,,,513044622,2087,19926051,37,,
ASM1716589v1,GCA_017165895.1,,Gossypium mustelinum,34275,,,2297221019,1509,107837000,34.5,,
ddTilCord2.1,GCA_977020475.1,,Tilia cordata,172266,,,910254225,224,22646505,34,,
ASM3076286v1,GCA_030762865.1,,Paraleonurus japonicus,4138,,,489343149,283,50856816,35.5,,
Amaranthus_retroflexus.v01,GCA_051827135.1,,Amaranthus retroflexus,124763,,,444086117,260,24306539,33,,
dcRumAcet1.hap1.1,GCA_977966345.1,,Rumex acetosa,41241,,,2949140773,1322,435673935,42,,
KIB_Zeins_1.0,GCA_052059195.1,,Zenia insignis,162940,,,361131091,268,25118403,34.5,,
Eutrema_parvulum_v01,GCA_000218505.1,,Schrenkiella parvula,98039,,,137073209,1490,9613411,35.5,,
GHT_assembly,GCA_020226265.1,,Prunus mira,151332,,,239885147,124,27791798,37.5,,
daTusFarf1.hap1.1,GCA_964605395.1,,Tussilago farfara,118778,,,1596196676,938,51245651,34,,
KIB_Dsin_1,GCA_036346575.1,,Dendrocalamus sinicus,338490,,,1439802532,1048,36311659,44.5,,
ASM3044477v1,GCA_030444775.1,,Atalantia buxifolia,76974,,,304231257,739,32240160,34,,
drPotIndi1.hap1.1,GCA_965119345.1,,Potentilla indica,13044,,,1525095436,743,35573808,38,,
U_gibba_v2,GCA_002189035.1,,Utricularia gibba,13748,,,100232236,516,3446356,41,,
daTanPart1.hap1.1,GCA_964204775.1,,Tanacetum parthenium,127999,,,2124182004,1438,246493322,35,,
ASM4423139v1,GCA_044231395.1,,Chrysosplenium macrophyllum,2306215,,,2488334909,1751,95698442,38.5,,
ZD_Sfla_1.0,GCA_030762895.1,,Sophora flavescens,49840,,,2074833482,7740,233466755,37.5,,
lpUroDecu1.2,GCA_964030465.3,,Urochloa decumbens,240449,,Annotation submitted by Earlham Institute,2879772915,8885,66611884,47,126000,126000
ASM432916v1,GCA_004329165.1,,Spatholobus suberectus,455371,,Annotation submitted by Guangxi Botanical Garden of Medicinal Plants,798470440,1967,86984808,31.5,31106,31106
ASM2516995v1,GCA_025169955.1,,Salix arbutifolia,75699,,,338887006,1264,16460042,35.5,,
ddBarVulg1.1,GCA_963667165.1,,Barbarea vulgaris,50459,,,246246791,835,28737626,38,,
drTriSubt1.1,GCA_951799995.1,,Trifolium subterraneum,3900,,,483786482,573,58995023,33.5,,
ASM2470474v1,GCA_024704745.1,,Rosa lucieae,74648,,,530071794,1533,68242665,38.5,,
ASM5450735v1,GCA_054507355.1,,Glycyrrhiza glabra,49827,,,415225175,471,54938532,35.5,,
MaoHua_MHT,GCF_019202715.1,GCA_019202715.1,Actinidia eriantha,165200,,GCF_019202715.1-RS_2023_06,657097116,796,22298404,35.5,46944,36616
C.tracyanum_1.0,GCA_048939085.1,,Cymbidium tracyanum,160538,,,3793311249,16267,161686533,33.5,,
ASM436810v4,GCA_004368105.4,,Eucalyptus melliodora,183838,,,639266298,2343,59474948,39.5,,
cmMarQuad2.1,GCA_976954565.1,,Marchantia quadrata,2729092,,,696674171,1025,49452906,43.5,,
Bnig_sang_1.1,GCA_016432835.1,,Brassica nigra,3710,,,534239455,1787,63896057,38,,
ASM2298504v1,GCA_022985045.1,,Macadamia tetraphylla,512563,,,750866652,4335,51109939,39.5,,
dmAquVulg1.hap1.1,GCA_964291885.1,,Aquilegia vulgaris,3451,,,296097868,567,42720153,37,,
ASM3693790v1,GCA_036937905.1,,Salvia rosmarinus,39367,,,1197726498,2149,87943218,38,,
ASM3130414v1,GCA_031304145.1,,Cardiospermum halicacabum,289799,,,337615835,1139,30475567,33,,
ASM2621497v1,GCA_026214975.1,,Gentiana macrophylla,50765,,,1791703142,4301,122726337,37.5,,
ASM341249v2,GCA_003412495.2,,Echium plantagineum,113446,,,349027617,1876,32925139,34.5,,
Salk_lm5633_a03,GCA_024174645.1,,Lemna minuta,161101,,,360444074,5098,19492010,39,,
TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta,GCF_009730915.1,GCA_009730915.2,Dioscorea cayenensis subsp. rotundata,55577,,NCBI Dioscorea cayenensis subsp. rotundata Annotation Release 100,584153202,7012,23441323,36.5,35061,24562
Bonnet_bellflower_draft_genome_2.0,GCA_013146195.2,,Codonopsis lanceolata,103999,,,1273258064,19670,154401475,37,,
ASEM_AUS1_V1.0,GCA_004135705.1,,Alloteropsis semialata,435756,,,747191627,28005,82054887,46,,
SAG698-1b_1.0,GCA_037447605.1,,Zygnema circumcarinatum,35869,,,70993573,5543,3958312,50,,
ASM368901v2,GCA_003689015.2,,Cicer reticulatum,90898,,,416904123,32654,55213382,30,,
Araip1.1,GCF_000816755.2,GCA_000816755.2,Arachis ipaensis,130454,,NCBI Arachis ipaensis Annotation Release 101,1353504219,112021,6169993,37,49814,37716
CUHK_Ilex_v2.1,GCA_023539305.1,,Ilex asprella,185493,,,804071636,84062,32528276,36,,
ASM2408682v1,GCA_024086825.1,,Abrus pulchellus subsp. cantoniensis,858909,,,381267853,46,38036150,32.5,,
EGI_Barg_1.0,GCA_037043015.1,,Bryum argenteum,37413,,,258863999,117,28701920,42,,
IRD_Aeve_1.1,GCA_013621005.1,,Aeschynomene evenia,561484,,,375512268,4045,28845407,35,,
U.dioica_male_clone48M_v1_H2,GCA_054948205.1,,Urtica dioica subsp. dioica,1435599,,,533953390,289,49802645,41.5,,
Ae.mutica_hap1_with_organelles,GCA_964657205.1,,Amblyopyrum muticum var. muticum,3118280,,,4654343317,2812,639720019,47,,
Alaeq_EIv0.2,GCA_964340505.1,,Alopecurus aequalis,114194,,Annotation submitted by Earlham Institute,2849141745,164,400977190,45.5,33758,33758
lpBroSter1.1,GCA_950022295.1,,Bromus sterilis,55777,,,2677905839,359,379526086,45,,
SDAU_Rka_1.0,GCA_050657025.1,,Campeiostachys kamoji,445761,,,11135606925,1109,524382865,45.5,,
laAliPlan1.1,GCA_963693085.1,,Alisma plantago-aquatica,15000,,,9377969683,485,1499997841,38,,
ASM4014374v1,GCA_040143745.1,,Cnidium monnieri,94007,,,1209943476,1789,102769366,35,,
cjPlePurp2.1,GCA_975705895.1,,Pleurozia purpurea,280637,,,1095082609,103,144836377,44,,
ASM4671844v1,GCA_046718445.1,,Chenopodium ficifolium,887860,,,745161719,326,79863818,37,,
ASM2352597v1,GCA_023525975.1,,Smallanthus sonchifolius,185202,,"Annotation submitted by Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences",2716517244,562,91485463,37.5,89959,83389
ASM5364065v1,GCA_053640655.1,,Pseudotaxus chienii,89481,,,15612476781,945,1316784718,35,,
ASM2393514v1,GCA_023935145.1,,Bretschneidera sinensis,28529,,,1213742607,589,146539854,36.5,,
WUR_APorr_1,GCA_054821345.1,,Allium ampeloprasum,4681,,,16294806298,369,1692364944,35.5,,
ASM2654522v1,GCA_026545225.1,,Cornus controversa,60118,,,771803013,107,76631983,35.5,,
ASM5094779v1,GCA_050947795.1,,Gynostemma guangxiense,1348126,,,565128082,79,52626209,33,,
ASM5186164v1,GCA_051861645.1,,Caragana arborescens,20484,,,1215951935,1689,147272500,37,,
MsV1,GCF_029962835.1,GCA_029962835.1,Magnolia sinica,86752,,GCF_029962835.1-RS_2023_07,1838578862,199,92164922,40,41558,27846
UTM_Sdiv_1.0,GCA_041381175.1,,Salvia divinorum,28513,,Annotation submitted by University of Toronto Mississauga,541447152,28,41401808,37.5,34135,34135
UGA_Smicro_v1,GCA_054051385.1,,Solanum microdontum,73574,,,771707355,413,57971928,35,,
ddGlaMari2.hap1.1,GCA_965366155.1,,Lysimachia maritima,110753,,,1323519841,137,87031687,33.5,,
GPE008350,GCA_965654585.1,,Solanum incanum,329779,,,1098408355,101,99533914,36,,
ASM4378994v1,GCA_043789945.1,,Malus niedzwetzkyana,106560,,,672163678,85,38720166,38.5,,
MA,GCA_033882615.1,,Malus asiatica,106548,,,662379014,91,37533626,38,,
ASM5555414v1,GCA_055554145.1,,Ceratonia siliqua,20340,,,492505942,75,39039239,33.5,,
ASM4728439v1,GCA_047284395.1,,Malus micromalus,147045,,,700019730,595,36628552,38.5,,
drVisAlbu1.1,GCA_963277665.1,,Viscum album,3972,,,94261041113,11464,2134690998,31,,
ASM4611925v1,GCA_046119255.1,,Citrus australis,341934,,,328455802,18,35128696,37.5,,
ASM5466769v1,GCA_054667695.1,,Phyllospadix iwatensis,214525,,,351835970,143,33592504,39.5,,
ASM4611887v1,GCA_046118875.1,,Citrus inodora,416197,,,325300283,38,30280304,38,,
ASM5413068v1,GCA_054130685.1,,Cordia subcordata,163078,,,491373536,220,31450935,35,,
ASM4742632v1,GCA_047426325.1,,Gillenia trifoliata,141003,,,300943040,260,32147223,38.5,,
ASM3464237v1,GCA_034642375.1,,Vigna nakashimae,157749,,,549518992,42,45573118,34.5,,
Asclepias_syriaca_v1.0_chromosomes,GCA_027405835.1,,Asclepias syriaca,48545,,,316865383,671,25294809,35.5,,
UGA_oxst_v1,GCA_054130665.1,,Oxalis stricta,213833,,,436804292,135,36226067,35,,
drEroMosc1.hap1.1,GCA_964339025.1,,Erodium moschatum,337392,,,760610945,254,74791483,43,,
ASM4722639v1,GCA_047226395.1,,Malus prunifolia,106564,,,699840310,637,36145535,38.5,,
ASM4714012v1,GCA_047140125.1,,Malus ioensis,106557,,,747328599,422,38523000,37.5,,
ASM2925568v2,GCA_029255685.2,,Silene conica,39875,,,875227194,1517,88736338,37,,
drIleAqui2.1,GCA_951799425.1,,Ilex aquifolium,4298,,,799967978,158,37412598,37.5,,
V007.hap1_v1.0,GCA_044592535.1,,Vitis heyneana,345147,,,543499631,310,27774429,35.5,,
ASM2092103v1,GCF_020921035.1,GCA_020921035.1,Rhodamnia argentea,178133,,NCBI Rhodamnia argentea Annotation Release 101,346714100,111,32337726,40.5,28440,23574
V049.hap1_v1.0,GCA_044590975.1,,Vitis rupestris,103352,,,509497140,239,26152052,35.5,,
ASM3027915v1,GCA_030279155.1,,Forsythia viridissima,205691,,,739166392,164,51076857,33.5,,
BYU_DyAmbr,GCA_026401315.1,,Dysphania ambrosioides,330163,,,468771972,226,29643579,35,,
drHedHeli1.2,GCA_947179155.2,,Hedera helix,4052,,,1198586830,375,50454882,32.5,,
ASM5421641v1,GCA_054216415.1,,Cyperus difformis,421870,,,225999259,96,13081375,34,,
daLinVulg1.1,GCA_948329865.1,,Linaria vulgaris,43171,,,759825098,129,127462361,38,,
S.fallax v1.1,GCA_021442195.1,,Sphagnum fallax,53036,,Annotation submitted by DOE Joint Genome Institute,395135179,74,12164217,36.5,25100,25100
CAF_CaMyos_1.0,GCA_028015225.1,,Carex myosuroides,140873,,,412684279,262,15447987,36,,
ASM3707471v1,GCA_037074715.1,,Magnolia kwangsiensis,86722,,,2572270062,705,135080105,40.5,,
Jm3101_v1.0,GCF_004785595.1,GCA_004785595.1,Juglans microcarpa x Juglans regia,2249226,,NCBI Juglans microcarpa x Juglans regia Annotation Release 100,527895757,208,35629462,36.5,34992,27962
cbThuDeli2.1,GCA_965278265.1,,Thuidium delicatulum,94606,,,334590555,118,29206711,36.5,,
ASM39032v3,GCF_000390325.3,GCA_000390325.3,Nicotiana tomentosiformis,4098,,GCF_000390325.3-RS_2024_10,1741753706,1040,139001852,39,53826,42736
ASM4058338v1,GCA_040583385.1,,Crucihimalaya himalaica,59289,,,266973663,443,32081500,36.5,,
ASM4113850v1,GCA_041138505.1,,Cibotium barometz,29588,,,3489721001,883,55751708,40.5,,
ASM2152757v1,GCA_021527575.1,,Ensete glaucum,482298,,,494938021,141,55030165,38.5,,
Gossypium_darwinii_v1.1,GCA_007990325.1,,Gossypium darwinii,34276,,Annotation submitted by HudsonAlpha Genome Sequencing Center,2182957963,821,9070717,34,78303,78303
cbPolComm4.2,GCA_950295325.2,,Polytrichum commune,3213,,,407864335,144,59155864,40.5,,
daConArve2.hap1.1,GCA_964199945.1,,Convolvulus arvensis,4123,,,1327610284,1671,52215319,36.5,,
ASM4067017v1,GCA_040670175.1,,Dendrobium thyrsiflorum,117978,,Annotation submitted by Guangzhou Medical University,1443559833,485,73137003,36,28501,26193
g3h1,GCA_023736055.1,,Quercus glauca,103489,,,903125783,902,69277520,36,,
ASM2989138v1,GCA_029891385.1,,Erythroxylum novogranatense,1862640,,"Annotation submitted by Kunming Institute of Botany, Chinese Academy of Sciences",1299259972,593,102933475,36,28604,28604
ASM5057506v1,GCA_050575065.1,,Annona montana,49857,,,973503479,586,144840413,35.5,,
ASM4276788v1,GCA_042767885.1,,Cyperus iria,388567,,,462825635,79,7334610,35.5,,
drFraAlnu1.hap2.1,GCA_964106655.1,,Frangula alnus,106677,,,281245521,135,25059742,35.5,,
drFilUlma1.1,GCA_964200655.1,,Filipendula ulmaria,57917,,,274991720,131,44838700,39,,
ASM2249601v1,GCA_022496015.1,,Hordeum marinum,4519,,,3815965547,2090,524471465,44.5,,
cbCliDend2.1,GCA_950106755.1,,Climacium dendroides,70131,,,413060100,202,33543809,37.5,,
drMedArab1.1,GCA_946800305.1,,Medicago arabica,70936,,,515505002,233,64674077,34,,
ASM5526604v1,GCA_055266045.1,,Amaranthus caudatus,3567,,,426724597,340,24300713,32.5,,
dcAgrGith1.1,GCA_958450325.1,,Agrostemma githago,39848,,,1735037658,520,74615833,40.5,,
daVerThap1.1,GCA_963669365.1,,Verbascum thapsus,39388,,,346258196,155,19516886,34,,
ASM1991499v1,GCA_019914995.1,,Acanthochlamys bracteata,145231,,,197965679,967,8637207,35,,
ASM5057504v1,GCA_050575045.1,,Melilotus officinalis,47083,,,976293405,304,125576604,35.5,,
dcAreSerp1.hap1.1,GCA_964235045.1,,Arenaria serpyllifolia,254029,,,726254524,659,36610341,36,,
daSyrVulg1.hap1.1,GCA_965152355.1,,Syringa vulgaris,34270,,,1082788587,587,45559375,35,,
lpPhlPrat1.hap1.1,GCA_965605815.1,,Phleum pratense,15957,,,1461468105,863,193073707,46,,
drFraMosc1.hap1.1,GCA_964188215.1,,Fragaria moschata,64940,,,223967537,129,29624753,39,,
lpSpaErec1.hap1.2,GCA_965251275.2,,Sparganium erectum,767568,,,485592283,479,29766156,43,,
daVerArve1.hap1.1,GCA_964211895.1,,Veronica arvensis,46032,,,368788744,145,45190452,37,,
daAjuRept1.hap1.2,GCA_965250425.2,,Ajuga reptans,38596,,,984048775,1016,58257343,37.5,,
drIngLeio1.1,GCA_963242795.1,,Inga leiocalycina,486065,,,947967512,398,73756888,35.5,,
lpLuzSylv1.1,GCA_946800325.1,,Luzula sylvatica,59018,,,444535728,184,74526441,32,,
ASM3356847v2,GCF_033568475.1,GCA_033568475.2,Henckelia pumila,405737,,GCF_033568475.1-RS_2025_04,884533598,525,201206415,37,35161,27048
ASM1984555v1,GCA_019845555.1,,Aristolochia fimbriata,158543,,"Annotation submitted by Institute of Botany, The Chinese Academy of Sciences",257701785,1065,33250414,40.5,21846,21838
Quisap_AO_1.2,GCA_029379385.1,,Quillaja saponaria,32244,,Annotation submitted by John Innes Centre,354887050,756,26440403,33,36026,36026
lpCypFusc1.hap1.2,GCA_964656925.2,,Cyperus fuscus,529431,,,227451586,169,12755149,35,,
ASM1920279v1,GCA_019202795.1,,Arabidopsis thaliana x Arabidopsis arenosa,1240361,,Annotation submitted by Nanjing Agricultural University,268555770,595,19665293,36,59630,55065
ASM1935983v1,GCA_019359835.1,,Pharus latifolius,38686,,,1002922384,559,84671961,44.5,,
ASM5551483v1,GCA_055514835.1,,Tetradesmus lagerheimii,3075448,,,131481504,70,7594110,55,,
Pulsatilla_chinensis_version1,GCA_977018565.2,,Pulsatilla chinensis,714493,,,6588756140,2670,813615332,40.5,,
MTEXT_v1,GCA_964270295.1,,Musa textilis,228183,,Annotation submitted by Genoscope,538432191,768,52059397,38.5,33662,33662
ASM1485142v1,GCA_014851425.1,,Senna tora,362788,,Annotation submitted by National Institute of Agricultural Sciences,526356977,738,41270226,35.5,45268,45268
Gcor_v1,GCA_025667525.1,,Glebionis coronaria,99038,,,6801056618,5143,610719037,36,,
ASM3049083v1,GCA_030490835.1,,Annona cherimola,49314,,,794023491,1664,97591913,35,,
ASM2450002v1,GCA_024500025.1,,Syzygium aromaticum,219868,,,370257752,204,35418074,40,,
dcSpeMari1.1,GCA_963680865.1,,Spergularia marina,191669,,,499288027,488,27838271,37.5,,
daTanVulg1.hap1.1,GCA_964264315.1,,Tanacetum vulgare,128002,,,4610354873,4751,509053465,36,,
cmLunCruc20.1,GCA_948567375.1,,Lunularia cruciata,56931,,,565567803,370,69188341,40,,
ASM5375505v1,GCA_053755055.1,,Haloxylon persicum,151231,,,1323685147,1947,143665069,35,,
drBuxSemp1.3,GCA_947561395.3,,Buxus sempervirens,4002,,,669501763,499,48884390,39,,
dmBerAqui1.hap1.1,GCA_965233575.1,,Berberis aquifolium,203270,,,1020928172,754,75267984,38.5,,
lpSpaEmer1.hap1.2,GCA_965211985.2,,Sparganium emersum,361423,,,501115767,634,33537519,42.5,,
ddDesSoph1.hap1.1,GCA_965275845.1,,Descurainia sophia,89411,,,262068144,179,17972530,36,,
drTriOcci1.hap1.1,GCA_964059555.1,,Trifolium occidentale,74524,,,577810552,423,73078136,34,,
dmBerVulg1.1,GCA_963556465.1,,Berberis vulgaris,258209,,,1297525870,867,89131704,38.5,,
ASM1514329v1,GCA_015143295.1,,Tetracentron sinense,13715,,Annotation submitted by Ori-Gene Co. Ltd.,1160336735,2617,45450728,38.5,33509,32687
UNAM_Cfic_1.0,GCA_033971965.1,,Cucurbita ficifolia,37645,,,240643616,638,11298682,36.5,,
ASM1111435v1,GCA_011114355.1,,Carex littledalei,544730,,Annotation submitted by Tibet Academy of Agricultural and Animal Sciences,373852675,522,14605534,35.5,22441,22441
ddCarFlex1.1,GCA_963555745.1,,Cardamine flexuosa,50462,,,204540175,344,25971562,35.5,,
ASM4722562v1,GCA_047225625.1,,Malus sieboldii,106566,,,1371367592,3170,16612934,38,,
ASM5194112v1,GCA_051941125.1,,Fraxinus velutina,56038,,,849816548,634,37494555,34.5,,
UCONN_Acne_2,GCA_035582765.1,,Acer negundo,4023,,Annotation submitted by University of Connecticut,420859882,444,33378245,34,27526,27526
dhAlnCord1.hap1.1,GCA_965212435.1,,Alnus cordata,109058,,,468521507,536,33608676,37,,
ASM1789348v1,GCA_017893485.1,,Hemerocallis citrina,1249515,,,3775579356,3635,294951729,40,,
dImpGla2.1,GCF_907164915.1,GCA_907164915.1,Impatiens glandulifera,253017,,NCBI Impatiens glandulifera Annotation Release 100,653879104,1970,61894379,32,36930,30975
CCRI_HENU_Gaus_1.1,GCA_005393395.2,,Gossypium australe,47621,,Annotation submitted by The institute of Cotton Research of Chinese Academy Agricultural Sciences,1743386794,2352,143600552,36.5,34577,34577
ASM4730195v1,GCA_047301955.1,,Rhododendron simsii,118357,,,529020592,980,38352302,39,,
drUmbRupe1.1,GCA_963678935.1,,Umbilicus rupestris,91168,,,352162055,390,15389094,43,,
USDA_Vadar_1.0_pri,GCA_020921065.1,,Vaccinium darrowii,229202,,Annotation submitted by Hulse-KempLab,582668408,1050,47393601,38.5,34806,34806
BoeM4B,GCA_026770425.1,,Boechera divaricarpa,115915,,,440807932,5021,27840202,36,,
ASM3073783v1,GCA_030737835.1,,Acorus gramineus,55184,,Annotation submitted by Fujian Agriculture and Forestry University,398581865,714,24737384,39,24974,24974
Mcan_v2,GCA_023653495.1,,Melastoma candidum,119954,,Annotation submitted by Sun Yat-sen University,256218469,689,20460156,43,40938,40625
ASM4730206v1,GCA_047302065.1,,Rhododendron ovatum,49169,,,552334034,971,40801075,39,,
ASM2082689v1,GCA_020826895.1,,Aquilegia kansuensis,1291450,,,293205786,1521,40933506,37,,
ASM2978341v1,GCA_029783415.1,,Anisodus acutangulus,402998,,"Annotation submitted by Kunming Institute of Botany, Chinese Academy of Sciences",1260858109,1884,53001983,37,38129,38129
csSphRube1.1,GCA_965644475.1,,Sphagnum rubellum,128231,,,426281820,662,20342733,36.5,,
CAF_Sgla_1.0,GCA_020226215.1,,Sindora glabra,2590455,,,1113920175,1506,84872623,28,,
CNU_Tlep_v3.1,GCA_030704615.1,,Takakia lepidozioides,37425,,,325282794,974,83210691,46.5,,
ASM2144215v1,GCA_021442155.1,,Cymbidium sinense,112615,,,3525773740,8496,185898979,32.5,,
drDryOcto1.1,GCA_963921425.1,,Dryas octopetala,57948,,,229579301,463,26579288,36.5,,
ASM3767279v1,GCA_037672795.1,,Lagerstroemia speciosa,122810,,,306758153,1539,13030525,39.5,,
drLabAnag1.hap1.1,GCA_964248395.1,,Laburnum anagyroides,49828,,,1137254848,2699,44864785,34.5,,
Patl_V1,GCA_026229545.1,,Pistacia atlantica,434234,,Annotation submitted by UC Davis Genome Center,505281571,2615,29993599,36,34842,34842
CUHK_Eaga_2.1,GCA_037975025.1,,Excoecaria agallocha,241838,,,1332419997,4607,58948931,32,,
Embrapa_Uruz_1.0,GCA_015476505.1,,Urochloa ruziziensis,240450,,,604561744,2386,64149980,46.5,,
drEpiHirs1.hap1.1,GCA_965153245.1,,Epilobium hirsutum,210355,,,336043468,1096,18726569,40.5,,
cbFunHygr2.1,GCA_976987255.1,,Funaria hygrometrica,29583,,,329926193,1093,12159515,40.5,,
ASM2254549v1,GCA_022545495.1,,Chrysanthemum lavandulifolium,146996,,,2670468074,10469,300401778,36,,
CERZOS_EC1.0,GCA_007726485.1,,Eragrostis curvula,38414,,Annotation submitted by CERZOS-CONICET,603072269,3388,43444889,45.5,57875,55182
ASM1890193v1,GCA_018901935.1,,Pugionium cornutum,557876,,,550389588,5442,37095732,36,,
ucPseBory1.1,GCA_963556185.1,,Pseudopediastrum boryanum,55410,,,183281382,1135,9776993,52,,
ASM2568884v1,GCA_025688845.1,,Cucumis hystrix,396994,,,297342824,5655,21333645,33,,
aegilops_sharonensis_1644_assembly,GCA_904067115.1,,Aegilops sharonensis,58530,,,6704676607,944736,867619200,47,,
ASM1367723v1,GCA_013677235.1,,Gossypium klotzschianum,34286,,Annotation submitted by Mississippi State University,670958353,609717,37498816,34,29825,29825
Ccitriodora_v2_1,GCA_014858505.1,,Corymbia citriodora subsp. variegata,360336,,Annotation submitted by DOE Joint Genome Institute,544191601,20966,3464470,39.5,35628,35628
ASM1918654v1,GCF_019186545.1,GCA_019186545.1,Solanum stenotomum,172797,,NCBI Solanum stenotomum Annotation Release 100,846249028,29155,62591986,34.5,37551,29808
V105.hap2_v1.0,GCA_044588655.1,,Vitis bryoniifolia var. bryoniifolia,1167251,,,536550316,160,27175218,35.5,,
IVFCAAS_Rs09_1.0,GCA_019706035.1,,Raphanus raphanistrum subsp. raphanistrum,109997,,,421544425,818,45553753,36.5,,
CSIRO_AGI_Rlap_v1,GCF_046630445.1,GCA_046630445.1,Rutidosis leptorrhynchoides,125765,,GCF_046630445.1-RS_2025_02,5642349851,550,464232526,33.5,65307,47314
ASM5117543v1,GCA_051175435.1,,Avena canariensis,146532,,,3572073966,226,520377317,43.5,,
ASM2988459v2,GCA_029884595.2,,Ormosia semicastrata,499992,,,1510687319,10,200464886,34.5,,
Asterilis_TN1_v1.0,GCA_947313225.1,,Avena sterilis,83444,,,10884889915,1021,515821334,44,,
ASM5162307v1,GCA_051623075.1,,Camellia pitardii,319928,,,2615904191,239,176209036,38.5,,
KIB_Lpa_1.0,GCA_052447275.1,,Lithachne pauciflora,38736,,,1697057041,220,147733637,46,,
ASM5262555v1,GCF_052625555.1,GCA_052625555.1,Lactuca saligna,75948,,GCF_052625555.1-RS_2026_02,2155816994,193,232536064,37.5,52336,31338
ASM3693692v1,GCA_036936925.1,,Cenchrus fungigraminus,2981182,,,1982127367,109,138540858,47,,
ddAlyUtri1.hap1,GCA_977000315.1,,Alyssoides utriculata,457762,,,1012066103,309,135936682,39,,
Cpal_1,GCA_037953625.1,,Crotalaria pallida,3830,,"Annotation submitted by Agricultural Genomics Institute at Shenzhen,Chinese Academy of Agricultural Sciences",1217412848,204,150534199,36.5,48749,37565
ASM5496662v1,GCA_054966625.1,,Nicotiana obtusifolia,200316,,,1304817465,96,108479683,39,,
Saponaria_officinalis_var_Norfolk2_v1.0,GCA_040167595.1,,Saponaria officinalis,3572,,Annotation submitted by John Innes Centre,2089936116,170,148844233,39,37604,37604
daArcMinu1.1,GCA_954870635.1,,Arctium minus,143172,,,1903063616,44,103461716,36.5,,
ASM3965491v1,GCA_039654915.1,,Aquilaria yunnanensis,452568,,,846791237,571,99675900,38,,
ASM3990586v1,GCA_039905865.1,,Camellia crapnelliana,542719,,,2944059117,809,197708864,38.5,,
ASM2432228v1,GCA_024322285.1,,Musa beccarii,192045,,,569617942,451,67088101,38.5,,
FRR_PoAnn_1.0,GCA_026929855.1,,Poa annua,93036,,,1779762036,188,112260586,45.5,,
ASM5162287v1,GCA_051622875.1,,Oreocharis esquirolii,871918,,,1183777439,150,69107000,36.5,,
ASM4877366v1,GCA_048773665.1,,Ormosia boluoensis,2729512,,,1565557919,214,201058012,34.5,,
ASM3343911v1,GCA_033439115.1,,Firmiana major,197122,,,1416464236,39,80285628,37.5,,
ASM3655367v1,GCA_036553675.1,,Solanum okadae,73575,,,728982852,220,58550880,35,,
ASM5495402v1,GCA_054954025.1,,Tofieldia thibetica,552843,,,3004318546,769,75978884,44,,
ASM3707458v1,GCA_037074585.1,,Biancaea sappan,483143,,,870061267,167,69792917,33.5,,
ASM4656330v1,GCA_046563305.1,,Solanum acaule,103871,,,695557426,258,56313504,35,,
ASM3040738v1,GCA_030407385.1,,Solanum americanum,109975,,,1080160078,567,90710000,36.5,,
IEDA_Sros_1.0,GCA_029948455.1,,Solanum rostratum,45839,,,898389072,311,72149870,37,,
